sku,product_name,description,category,subcategory,brand,unit_cost,unit_price,weight_kg,length_cm,width_cm,height_cm,is_hazmat,is_perishable,reorder_point,reorder_qty,lead_time_days,_ingested_at
SKU-00593,Phased multimedia help-desk,Guy vote before yard some skin pattern age cup benefit increase trip side prevent hand wear.,Sporting Goods,Box,Mitchell,374.11,477.06,34.99,27.4,53.3,7.0,False,False,53,241,36,2026-04-30T04:36:50.726872
SKU-00594,Fully-configurable transitional flexibility,Itself off feel trial society read why much should think season skill war.,Furniture,Gas,Mason,412.67,1143.49,35.73,116.3,5.1,18.9,False,False,154,598,7,2026-04-30T04:36:50.726872
SKU-00595,Assimilated stable groupware,Join truth because course my thus science kind order two music door knowledge.,Office Supplies,Else,Kelly-Obrien,62.31,165.16,24.07,22.5,29.2,37.0,False,False,150,908,13,2026-04-30T04:36:50.726872
SKU-00596,Open-architected multimedia functionalities,Democrat American citizen follow change and team population stock hope hotel part policy enter develop simple.,Office Supplies,Each,King-Sullivan,410.59,1399.73,26.66,41.5,74.3,55.3,False,False,122,161,25,2026-04-30T04:36:50.726872
SKU-00597,Managed context-sensitive budgetary management,Star rather home state mean as miss and form.,Sporting Goods,Force,Howell-James,149.35,382.5,28.63,114.6,15.4,57.5,False,False,99,870,6,2026-04-30T04:36:50.726872
SKU-00598,Adaptive exuding parallelism,Deep I kid least same old price thing.,Medical,Last,Lopez,241.17,345.02,5.8,117.4,44.4,4.3,False,False,21,54,39,2026-04-30T04:36:50.726872
SKU-00599,Mandatory 6thgeneration system engine,Risk staff if fine go small report represent reduce point.,Industrial,Weight,"Williams,",83.86,216.97,31.97,65.1,38.5,50.4,False,False,22,691,15,2026-04-30T04:36:50.726872
SKU-00600,Intuitive multi-state portal,Democrat head suddenly indeed resource husband beyond development finish see.,Apparel,Space,Jackson,289.69,746.45,1.0,16.7,70.8,21.7,True,False,110,905,41,2026-04-30T04:36:50.726872
SKU-00601,Polarized content-based utilization,Activity yard this attention talk specific task behind my treat next his trial space our.,Industrial,Political,"Townsend,",17.7,28.93,37.74,7.6,54.6,36.8,False,False,68,921,13,2026-04-30T04:36:50.726872
SKU-00602,Self-enabling zero tolerance success,Already green building believe spend specific development up in just maybe some.,Food & Beverage,Mind,Webb,184.52,571.44,31.74,6.8,17.6,4.4,False,False,60,70,9,2026-04-30T04:36:50.726872
SKU-00603,Advanced secondary function,Way our daughter clear structure when next resource sit very hand make treatment big institution child.,Apparel,Perhaps,Clark,365.86,1202.06,32.6,53.7,24.5,48.7,False,False,198,700,19,2026-04-30T04:36:50.726872
SKU-00604,Compatible well-modulated core,Office clear care none walk sign enter program want step long.,Office Supplies,Require,Walls,447.37,1057.29,39.12,15.6,53.2,18.1,False,False,162,426,27,2026-04-30T04:36:50.726872
SKU-00605,Proactive high-level model,Give choice large must home blood real to word toward smile scientist result power true.,Medical,Important,"Barajas,",305.71,558.03,36.05,67.4,42.0,14.1,False,False,105,274,17,2026-04-30T04:36:50.726872
SKU-00606,Intuitive mobile service-desk,Collection brother it story as bank building role.,Hardware,Treat,"Page,",149.64,281.55,32.8,108.1,78.1,40.4,False,False,141,253,43,2026-04-30T04:36:50.726872
SKU-00607,Seamless real-time definition,Arrive foot on seat shoulder oil trip arrive small determine.,Industrial,Street,Cabrera-Peterson,336.77,804.89,39.35,69.6,69.2,40.4,False,False,119,695,11,2026-04-30T04:36:50.726872
SKU-00608,Optional next generation protocol,Red you spring suffer thing region plan number identify natural whom grow gas become.,Medical,Chance,Kirby,384.82,667.9,48.93,100.4,43.8,15.9,True,False,127,534,24,2026-04-30T04:36:50.726872
SKU-00609,Adaptive multi-state capability,Skill simply walk three shoulder education section southern style theory reduce reality matter.,Electronics,Blue,Johnson-Schroeder,236.75,788.31,45.06,38.4,16.9,53.3,False,False,153,273,43,2026-04-30T04:36:50.726872
SKU-00610,Front-line encompassing interface,For exactly themselves ahead identify opportunity speech science stock treatment alone still realize lead future.,Industrial,Lay,"Grant,",373.36,719.36,43.58,88.8,79.8,42.0,False,True,16,831,20,2026-04-30T04:36:50.726872
SKU-00611,Monitored object-oriented projection,Main center work back central peace administration.,Electronics,Pressure,Gibson-Villarreal,144.63,298.32,36.06,73.5,44.9,25.3,False,False,23,518,13,2026-04-30T04:36:50.726872
SKU-00612,Streamlined leadingedge Internet solution,First course seven move law sell painting there southern.,Furniture,Day,Davis,127.24,376.2,28.4,85.1,38.5,55.1,False,False,161,372,18,2026-04-30T04:36:50.726872
SKU-00613,Proactive client-driven moderator,Husband light fall Republican three floor trade care site rather can southern whatever be serve hit.,Office Supplies,Specific,"Fernandez,",286.27,787.43,48.48,5.6,47.2,3.7,False,False,99,162,23,2026-04-30T04:36:50.726872
SKU-00614,Integrated radical model,Establish wait then organization place skill including practice by.,Apparel,Hope,Moore-Jimenez,18.75,52.51,31.84,39.5,30.8,40.2,False,False,63,401,15,2026-04-30T04:36:50.726872
SKU-00615,Pre-emptive systemic frame,Citizen to state market car beautiful visit.,Apparel,Future,Hill,398.3,1312.37,29.87,93.8,56.5,41.7,False,False,168,929,22,2026-04-30T04:36:50.726872
SKU-00616,Mandatory coherent Graphical User Interface,Story a fly student study final hospital artist conference gun support fund change.,Hardware,Process,Odonnell-Prince,85.86,128.9,12.03,45.5,7.2,59.6,False,False,127,886,17,2026-04-30T04:36:50.726872
SKU-00617,Managed dedicated throughput,Could budget evening truth admit partner stop discover.,Automotive,Record,Allen,68.32,214.6,19.08,26.1,55.1,8.4,False,False,67,591,13,2026-04-30T04:36:50.726872
SKU-00618,Up-sized transitional structure,According be chair there even election season rise society.,Office Supplies,Factor,"Davidson,",249.97,508.5,17.18,14.2,52.4,27.0,False,False,170,132,38,2026-04-30T04:36:50.726872
SKU-00619,Public-key mobile migration,Enter trade teach race play then loss seven character them.,Hardware,Answer,Davis,105.62,150.65,33.31,111.2,30.8,22.7,False,False,126,765,3,2026-04-30T04:36:50.726872
SKU-00620,Optimized multi-tasking circuit,Behavior man wait tend top military maybe president whether sound.,Automotive,Our,Hernandez-Collins,415.83,646.76,9.41,102.2,36.2,13.6,False,False,45,916,6,2026-04-30T04:36:50.726872
SKU-00621,Open-source grid-enabled Local Area Network,Sign senior itself describe forward mean later executive want get camera degree reduce maybe wear.,Medical,Charge,Curry,301.01,629.94,21.22,88.0,70.2,11.7,False,False,54,821,28,2026-04-30T04:36:50.726872
SKU-00622,Self-enabling coherent functionalities,Far control police dark bring together wide quickly serious network former.,Industrial,Enjoy,Rogers-Hall,14.39,35.01,25.61,95.1,38.2,11.3,False,False,118,634,15,2026-04-30T04:36:50.726872
SKU-00623,User-centric multi-tasking contingency,While city would kid list here her analysis campaign national manager fly recent may bad.,Automotive,Reduce,Brown,39.1,70.03,39.53,32.0,51.4,21.5,False,False,25,368,22,2026-04-30T04:36:50.726872
SKU-00624,Intuitive demand-driven archive,Respond hope growth couple he seek carry campaign prevent alone.,Office Supplies,Thought,Joseph-Shepard,16.07,46.16,41.09,67.1,73.8,9.3,False,False,122,283,44,2026-04-30T04:36:50.726872
SKU-00625,Function-based empowering definition,Player business source bank two green opportunity.,Apparel,Trip,"Reyes,",362.02,1228.19,10.84,94.9,67.1,32.8,False,False,88,564,23,2026-04-30T04:36:50.726872
SKU-00626,Integrated encompassing database,Attorney somebody sure benefit business surface dinner stand thought size.,Hardware,Worker,Martin-Reynolds,382.82,1044.92,32.55,11.6,32.7,49.3,False,False,183,198,36,2026-04-30T04:36:50.726872
SKU-00627,Seamless maximized algorithm,Agent animal deal plan difficult feeling outside hair.,Food & Beverage,Seek,"Haynes,",80.3,119.72,12.84,59.2,62.5,27.6,False,False,26,162,22,2026-04-30T04:36:50.726872
SKU-00628,Self-enabling asymmetric superstructure,Model begin usually memory approach report us third break of check parent design join truth.,Electronics,Myself,Henry,132.82,389.71,31.47,27.3,11.4,51.3,False,False,121,954,40,2026-04-30T04:36:50.726872
SKU-00629,Reduced 6thgeneration database,Brother cold director own enough American they add late rate.,Hardware,Forget,"David,",168.57,546.98,34.32,103.4,54.8,35.9,False,False,37,378,2,2026-04-30T04:36:50.726872
SKU-00630,Extended hybrid open architecture,Finally likely teach eight learn determine his teacher word government actually public last while.,Furniture,Chair,Bond,184.49,278.22,33.69,58.8,14.5,54.4,False,False,125,268,11,2026-04-30T04:36:50.726872
SKU-00631,Distributed bottom-line contingency,Camera ok up teach me tend Mr lose so several card end so out culture.,Automotive,Activity,Bowen-Ward,229.89,360.43,30.76,90.5,59.8,30.4,False,False,35,657,36,2026-04-30T04:36:50.726872
SKU-00632,Reverse-engineered intermediate open system,Production already I process however thought myself write behind.,Furniture,Degree,Valdez-Baker,111.91,366.48,39.36,55.9,56.0,27.2,False,False,101,190,37,2026-04-30T04:36:50.726872
SKU-00633,Mandatory multi-state workforce,Official yourself before whom price wonder sometimes goal child end brother.,Medical,Turn,Curry-Mcdonald,231.96,544.29,22.16,38.6,68.8,44.9,False,False,60,107,17,2026-04-30T04:36:50.726872
SKU-00634,Synergized background leverage,Film report visit smile education wear believe.,Electronics,Risk,Barber-Riley,124.46,158.47,49.41,5.7,63.2,23.9,False,False,136,618,40,2026-04-30T04:36:50.726872
SKU-00635,Multi-lateral user-facing neural-net,Report of election available east off culture bit several improve travel hour office concern hundred into.,Food & Beverage,Mind,Freeman-Bradley,16.85,49.3,15.55,44.8,9.1,36.5,False,False,111,98,16,2026-04-30T04:36:50.726872
SKU-00636,Multi-lateral zero tolerance open architecture,Author street final magazine your authority get similar yet age natural name fear.,Electronics,Lay,Wyatt-Lee,292.39,544.56,30.27,87.7,20.4,25.7,False,False,86,690,5,2026-04-30T04:36:50.726872
SKU-00637,Robust real-time access,Support boy tend almost avoid difference blood final whom film contain current will material.,Apparel,Close,Green,242.11,433.43,21.26,63.1,8.3,53.5,False,False,124,226,5,2026-04-30T04:36:50.726872
SKU-00638,Robust 24/7 array,Tell modern hour song his standard statement.,Office Supplies,That,Padilla-Smith,23.24,34.29,12.3,48.2,12.5,20.0,False,False,147,723,36,2026-04-30T04:36:50.726872
SKU-00639,Self-enabling stable portal,What garden town difference product ago lawyer voice herself program hit consider already push brother.,Food & Beverage,Suddenly,Gill,77.32,126.89,38.57,90.1,56.4,6.5,False,False,41,791,41,2026-04-30T04:36:50.726872
SKU-00640,Enterprise-wide intermediate function,Push arm meeting hit not wonder time treat per light.,Automotive,Red,"Cox,",185.87,584.09,11.95,70.0,55.1,7.0,False,False,72,805,25,2026-04-30T04:36:50.726872
SKU-00641,Exclusive cohesive throughput,Level budget race final peace street level material personal consumer student including stage only.,Medical,Movie,Russell-Arnold,270.7,794.62,29.67,40.2,41.5,30.0,False,True,43,132,17,2026-04-30T04:36:50.726872
SKU-00642,Public-key secondary software,Information as until model purpose listen walk may worry long stop turn option stop we.,Hardware,Whole,Haney,314.89,946.63,48.33,110.0,39.3,27.2,False,False,17,863,42,2026-04-30T04:36:50.726872
SKU-00643,Grass-roots encompassing methodology,Collection customer majority style price those she.,Furniture,Have,"Long,",302.57,596.5,9.1,57.8,44.7,6.7,False,False,30,687,17,2026-04-30T04:36:50.726872
SKU-00644,Managed multi-state intranet,His else on enter kind bad government pick scene every kitchen education floor.,Industrial,Also,"Little,",359.65,742.34,46.74,53.3,40.4,37.8,False,False,39,664,12,2026-04-30T04:36:50.726872
SKU-00645,Front-line leadingedge methodology,Over accept right quickly security particularly fire dinner perhaps.,Medical,Go,Young,204.9,292.2,22.02,89.5,65.8,41.9,False,False,46,916,28,2026-04-30T04:36:50.726872
SKU-00646,Grass-roots neutral alliance,Modern hear mother cup move understand oil cost parent easy over field science amount.,Office Supplies,Why,Shepherd-Johnson,109.37,235.34,6.81,51.2,67.2,55.6,False,False,16,431,24,2026-04-30T04:36:50.726872
SKU-00647,Face-to-face logistical database,Whose then beautiful ability they despite specific religious.,Medical,This,Edwards,223.25,328.51,27.27,103.0,40.8,18.6,False,False,45,272,44,2026-04-30T04:36:50.726872
SKU-00648,User-centric client-server installation,Might thank later ok deal through under level positive entire work small.,Industrial,Wear,Shields-Reese,295.39,812.69,48.07,39.7,64.1,53.4,False,False,196,273,1,2026-04-30T04:36:50.726872
SKU-00649,Fully-configurable didactic challenge,Cultural six people enough friend chair approach western offer stand attorney theory again pick.,Hardware,Least,Webb,134.64,190.0,22.91,94.6,56.3,12.1,False,False,85,573,15,2026-04-30T04:36:50.726872
SKU-00650,Customizable systemic policy,Boy federal military option left not light million yet tell against beautiful.,Automotive,Enter,Preston,52.04,181.01,36.88,28.8,74.2,17.2,True,False,90,436,35,2026-04-30T04:36:50.726872
SKU-00651,Streamlined holistic flexibility,Month decision game watch treat protect shoulder rather improve control level risk team like.,Automotive,Lead,Brown-Miller,439.67,1136.37,45.13,111.6,21.2,34.0,False,False,17,334,35,2026-04-30T04:36:50.726872
SKU-00652,Total needs-based software,Walk outside dream responsibility two television now camera man.,Furniture,Environment,George-Chapman,100.12,332.52,11.47,88.8,56.8,6.6,False,False,47,848,39,2026-04-30T04:36:50.726872
SKU-00653,Innovative systematic benchmark,Training eat in may across true measure without majority at.,Apparel,Another,"Lang,",52.46,122.53,2.98,42.9,21.7,5.7,False,True,200,752,10,2026-04-30T04:36:50.726872
SKU-00654,Decentralized 4thgeneration interface,American along lawyer day Mrs population kid room mention cultural action.,Hardware,Environmental,"Skinner,",261.19,645.72,8.6,64.1,26.1,9.2,False,False,39,507,45,2026-04-30T04:36:50.726872
SKU-00655,Managed stable forecast,Test there per look method pass country.,Automotive,Trial,Spencer-Fuentes,263.15,714.98,42.41,60.3,55.8,32.5,False,False,143,721,17,2026-04-30T04:36:50.726872
SKU-00656,Fully-configurable stable toolset,Sound eight school bar manage mind second me environment end environment among no.,Medical,Page,Barajas-Matthews,374.93,1223.16,29.12,56.6,50.0,20.3,False,False,135,177,8,2026-04-30T04:36:50.726872
SKU-00657,Assimilated dedicated contingency,Almost phone he above require garden interest person approach sea city street power together parent our.,Automotive,Prevent,James-Robinson,126.7,383.73,49.39,45.9,60.3,34.1,False,False,12,493,5,2026-04-30T04:36:50.726872
