perf_id,supplier_id,period_month,period_year,total_pos,on_time_deliveries,on_time_rate,fill_rate,defect_rate,avg_lead_days,score,_ingested_at
SPERF-00001486,SUP-0050,4,2024,9,8,0.939,0.861,0.0057,41,91.27,2026-04-30T04:36:50.726872
SPERF-00001487,SUP-0050,5,2024,11,9,0.853,0.974,0.0227,22,87.53,2026-04-30T04:36:50.726872
SPERF-00001488,SUP-0050,6,2024,60,45,0.764,0.932,0.006,10,86.68,2026-04-30T04:36:50.726872
SPERF-00001489,SUP-0050,7,2024,70,63,0.908,0.902,0.0029,29,92.16,2026-04-30T04:36:50.726872
SPERF-00001490,SUP-0050,8,2024,38,33,0.87,0.876,0.0029,26,89.73,2026-04-30T04:36:50.726872
SPERF-00001491,SUP-0050,9,2024,19,16,0.854,0.832,0.0374,37,78.93,2026-04-30T04:36:50.726872
SPERF-00001492,SUP-0050,10,2024,17,15,0.937,0.979,0.031,11,89.0,2026-04-30T04:36:50.726872
SPERF-00001493,SUP-0050,11,2024,12,10,0.91,0.924,0.0268,58,87.04,2026-04-30T04:36:50.726872
SPERF-00001494,SUP-0050,12,2024,43,34,0.797,0.933,0.0383,39,79.96,2026-04-30T04:36:50.726872
SPERF-00001495,SUP-0050,1,2025,64,49,0.775,0.982,0.0323,9,82.3,2026-04-30T04:36:50.726872
SPERF-00001496,SUP-0050,2,2025,9,8,0.91,0.913,0.0076,3,91.46,2026-04-30T04:36:50.726872
SPERF-00001497,SUP-0050,3,2025,74,73,0.988,0.895,0.0241,24,89.82,2026-04-30T04:36:50.726872
SPERF-00001498,SUP-0050,4,2025,18,15,0.883,0.922,0.0082,13,90.54,2026-04-30T04:36:50.726872
SPERF-00001499,SUP-0050,5,2025,29,25,0.88,0.821,0.0384,38,79.34,2026-04-30T04:36:50.726872
SPERF-00001500,SUP-0050,6,2025,16,15,0.942,0.97,0.0311,45,88.85,2026-04-30T04:36:50.726872
SPERF-00001501,SUP-0051,1,2023,7,5,0.773,0.889,0.0483,23,74.96,2026-04-30T04:36:50.726872
SPERF-00001502,SUP-0051,2,2023,7,6,0.962,0.946,0.0261,19,90.06,2026-04-30T04:36:50.726872
SPERF-00001503,SUP-0051,3,2023,16,11,0.716,0.846,0.0379,41,73.78,2026-04-30T04:36:50.726872
SPERF-00001504,SUP-0051,4,2023,17,16,0.956,0.934,0.0271,16,89.16,2026-04-30T04:36:50.726872
SPERF-00001505,SUP-0051,5,2023,76,71,0.941,0.827,0.0249,10,85.36,2026-04-30T04:36:50.726872
SPERF-00001506,SUP-0051,6,2023,8,7,0.894,0.971,0.0184,56,90.15,2026-04-30T04:36:50.726872
SPERF-00001507,SUP-0051,7,2023,75,64,0.86,0.966,0.0038,56,92.26,2026-04-30T04:36:50.726872
SPERF-00001508,SUP-0051,8,2023,17,12,0.74,0.872,0.021,23,79.87,2026-04-30T04:36:50.726872
SPERF-00001509,SUP-0051,9,2023,21,15,0.737,0.929,0.032,5,79.0,2026-04-30T04:36:50.726872
SPERF-00001510,SUP-0051,10,2023,47,34,0.734,0.919,0.0202,45,81.47,2026-04-30T04:36:50.726872
SPERF-00001511,SUP-0051,11,2023,65,49,0.758,0.903,0.0225,11,81.3,2026-04-30T04:36:50.726872
SPERF-00001512,SUP-0051,12,2023,80,70,0.877,0.807,0.0391,33,78.55,2026-04-30T04:36:50.726872
SPERF-00001513,SUP-0051,1,2024,54,53,0.989,0.845,0.0337,4,85.71,2026-04-30T04:36:50.726872
SPERF-00001514,SUP-0051,2,2024,21,19,0.926,0.876,0.0227,56,87.03,2026-04-30T04:36:50.726872
SPERF-00001515,SUP-0051,3,2024,16,13,0.861,0.863,0.0181,21,85.12,2026-04-30T04:36:50.726872
SPERF-00001516,SUP-0051,4,2024,46,44,0.978,0.938,0.0067,52,95.27,2026-04-30T04:36:50.726872
SPERF-00001517,SUP-0051,5,2024,24,22,0.918,0.914,0.0036,36,92.81,2026-04-30T04:36:50.726872
SPERF-00001518,SUP-0051,6,2024,72,69,0.961,0.827,0.0496,52,79.98,2026-04-30T04:36:50.726872
SPERF-00001519,SUP-0051,7,2024,34,26,0.791,0.836,0.0059,34,84.42,2026-04-30T04:36:50.726872
SPERF-00001520,SUP-0051,8,2024,21,16,0.798,0.898,0.0241,45,82.33,2026-04-30T04:36:50.726872
SPERF-00001521,SUP-0051,9,2024,15,11,0.756,0.889,0.0072,16,84.56,2026-04-30T04:36:50.726872
SPERF-00001522,SUP-0051,10,2024,77,72,0.948,0.8,0.0114,15,88.07,2026-04-30T04:36:50.726872
SPERF-00001523,SUP-0051,11,2024,14,10,0.781,0.828,0.0207,9,80.05,2026-04-30T04:36:50.726872
SPERF-00001524,SUP-0051,12,2024,72,69,0.964,0.858,0.0391,7,83.81,2026-04-30T04:36:50.726872
SPERF-00001525,SUP-0051,1,2025,28,24,0.882,0.978,0.0251,40,88.23,2026-04-30T04:36:50.726872
SPERF-00001526,SUP-0051,2,2025,66,55,0.837,0.824,0.0382,60,77.77,2026-04-30T04:36:50.726872
SPERF-00001527,SUP-0051,3,2025,56,52,0.944,0.923,0.0259,35,88.59,2026-04-30T04:36:50.726872
SPERF-00001528,SUP-0051,4,2025,52,43,0.829,0.968,0.0143,24,88.46,2026-04-30T04:36:50.726872
SPERF-00001529,SUP-0051,5,2025,57,50,0.89,0.988,0.0021,46,94.66,2026-04-30T04:36:50.726872
SPERF-00001530,SUP-0051,6,2025,10,8,0.831,0.808,0.0206,58,81.37,2026-04-30T04:36:50.726872
SPERF-00001531,SUP-0052,1,2023,5,4,0.865,0.942,0.0195,59,87.69,2026-04-30T04:36:50.726872
SPERF-00001532,SUP-0052,2,2023,33,23,0.721,0.954,0.0014,49,86.88,2026-04-30T04:36:50.726872
SPERF-00001533,SUP-0052,3,2023,19,18,0.958,0.908,0.0067,26,93.42,2026-04-30T04:36:50.726872
SPERF-00001534,SUP-0052,4,2023,69,60,0.873,0.957,0.0177,22,88.99,2026-04-30T04:36:50.726872
SPERF-00001535,SUP-0052,5,2023,42,40,0.966,0.899,0.0394,45,85.26,2026-04-30T04:36:50.726872
SPERF-00001536,SUP-0052,6,2023,62,58,0.946,0.963,0.0027,36,95.87,2026-04-30T04:36:50.726872
SPERF-00001537,SUP-0052,7,2023,15,11,0.751,0.913,0.0438,32,76.05,2026-04-30T04:36:50.726872
SPERF-00001538,SUP-0052,8,2023,27,21,0.804,0.957,0.0271,17,83.88,2026-04-30T04:36:50.726872
SPERF-00001539,SUP-0052,9,2023,10,7,0.754,0.907,0.0055,59,85.53,2026-04-30T04:36:50.726872
SPERF-00001540,SUP-0052,10,2023,40,33,0.834,0.952,0.0311,42,83.91,2026-04-30T04:36:50.726872
SPERF-00001541,SUP-0052,11,2023,32,27,0.847,0.81,0.0012,6,86.93,2026-04-30T04:36:50.726872
SPERF-00001542,SUP-0052,12,2023,70,61,0.878,0.918,0.0499,28,79.78,2026-04-30T04:36:50.726872
SPERF-00001543,SUP-0052,1,2024,15,12,0.84,0.902,0.0451,8,78.89,2026-04-30T04:36:50.726872
SPERF-00001544,SUP-0052,2,2024,48,34,0.713,0.908,0.0462,40,73.75,2026-04-30T04:36:50.726872
SPERF-00001545,SUP-0052,3,2024,43,33,0.774,0.968,0.0429,37,79.12,2026-04-30T04:36:50.726872
SPERF-00001546,SUP-0052,4,2024,34,30,0.909,0.926,0.042,53,83.27,2026-04-30T04:36:50.726872
SPERF-00001547,SUP-0052,5,2024,20,16,0.811,0.893,0.042,47,78.2,2026-04-30T04:36:50.726872
SPERF-00001548,SUP-0052,6,2024,10,7,0.735,0.803,0.0185,58,77.88,2026-04-30T04:36:50.726872
SPERF-00001549,SUP-0052,7,2024,64,47,0.749,0.898,0.0184,42,81.79,2026-04-30T04:36:50.726872
SPERF-00001550,SUP-0052,8,2024,24,21,0.876,0.978,0.0043,45,93.19,2026-04-30T04:36:50.726872
SPERF-00001551,SUP-0052,9,2024,56,51,0.913,0.804,0.0378,12,80.21,2026-04-30T04:36:50.726872
SPERF-00001552,SUP-0052,10,2024,27,25,0.947,0.83,0.0033,38,91.1,2026-04-30T04:36:50.726872
SPERF-00001553,SUP-0052,11,2024,29,21,0.748,0.855,0.0465,16,73.22,2026-04-30T04:36:50.726872
SPERF-00001554,SUP-0052,12,2024,58,43,0.751,0.987,0.0158,53,85.64,2026-04-30T04:36:50.726872
SPERF-00001555,SUP-0052,1,2025,7,5,0.803,0.984,0.0296,59,84.16,2026-04-30T04:36:50.726872
SPERF-00001556,SUP-0052,2,2025,6,4,0.725,0.943,0.037,18,77.75,2026-04-30T04:36:50.726872
SPERF-00001557,SUP-0052,3,2025,34,31,0.939,0.905,0.0096,32,91.84,2026-04-30T04:36:50.726872
SPERF-00001558,SUP-0052,4,2025,43,31,0.737,0.899,0.0103,31,83.37,2026-04-30T04:36:50.726872
SPERF-00001559,SUP-0052,5,2025,44,35,0.807,0.93,0.048,47,77.83,2026-04-30T04:36:50.726872
SPERF-00001560,SUP-0052,6,2025,72,53,0.747,0.977,0.0173,29,84.75,2026-04-30T04:36:50.726872
SPERF-00001561,SUP-0053,1,2023,19,16,0.884,0.901,0.0221,18,86.37,2026-04-30T04:36:50.726872
SPERF-00001562,SUP-0053,2,2023,36,30,0.855,0.861,0.0221,12,83.81,2026-04-30T04:36:50.726872
SPERF-00001563,SUP-0053,3,2023,25,18,0.722,0.872,0.0241,37,78.38,2026-04-30T04:36:50.726872
SPERF-00001564,SUP-0053,4,2023,43,30,0.701,0.905,0.0486,18,72.56,2026-04-30T04:36:50.726872
SPERF-00001565,SUP-0053,5,2023,5,4,0.868,0.873,0.0268,18,83.58,2026-04-30T04:36:50.726872
SPERF-00001566,SUP-0053,6,2023,27,20,0.742,0.906,0.0154,53,82.54,2026-04-30T04:36:50.726872
SPERF-00001567,SUP-0053,7,2023,34,32,0.946,0.891,0.0334,42,85.68,2026-04-30T04:36:50.726872
SPERF-00001568,SUP-0053,8,2023,16,12,0.756,0.883,0.0332,15,77.84,2026-04-30T04:36:50.726872
SPERF-00001569,SUP-0053,9,2023,12,9,0.771,0.957,0.0244,13,83.23,2026-04-30T04:36:50.726872
SPERF-00001570,SUP-0053,10,2023,30,24,0.812,0.919,0.0207,59,84.47,2026-04-30T04:36:50.726872
SPERF-00001571,SUP-0053,11,2023,38,29,0.775,0.834,0.0372,15,75.89,2026-04-30T04:36:50.726872
SPERF-00001572,SUP-0053,12,2023,23,21,0.955,0.829,0.0045,55,91.09,2026-04-30T04:36:50.726872
SPERF-00001573,SUP-0053,1,2024,15,10,0.703,0.805,0.0294,12,73.94,2026-04-30T04:36:50.726872
SPERF-00001574,SUP-0053,2,2024,14,10,0.767,0.901,0.0173,14,82.89,2026-04-30T04:36:50.726872
SPERF-00001575,SUP-0053,3,2024,78,68,0.883,0.955,0.0145,44,90.12,2026-04-30T04:36:50.726872
SPERF-00001576,SUP-0053,4,2024,36,35,0.986,0.827,0.0429,51,82.66,2026-04-30T04:36:50.726872
SPERF-00001577,SUP-0053,5,2024,23,19,0.843,0.944,0.0407,32,81.58,2026-04-30T04:36:50.726872
SPERF-00001578,SUP-0053,6,2024,21,15,0.742,0.935,0.0285,15,80.28,2026-04-30T04:36:50.726872
SPERF-00001579,SUP-0053,7,2024,26,19,0.749,0.956,0.0344,5,79.82,2026-04-30T04:36:50.726872
SPERF-00001580,SUP-0053,8,2024,8,6,0.849,0.853,0.0244,47,82.72,2026-04-30T04:36:50.726872
SPERF-00001581,SUP-0053,9,2024,21,20,0.962,0.804,0.0046,26,90.47,2026-04-30T04:36:50.726872
SPERF-00001582,SUP-0053,10,2024,42,41,0.987,0.973,0.0399,13,88.56,2026-04-30T04:36:50.726872
SPERF-00001583,SUP-0053,11,2024,56,47,0.852,0.814,0.0041,52,86.54,2026-04-30T04:36:50.726872
SPERF-00001584,SUP-0053,12,2024,13,12,0.939,0.855,0.0148,40,88.78,2026-04-30T04:36:50.726872
SPERF-00001585,SUP-0053,1,2025,16,13,0.86,0.869,0.0166,29,85.66,2026-04-30T04:36:50.726872
SPERF-00001586,SUP-0053,2,2025,61,58,0.955,0.929,0.0327,60,87.54,2026-04-30T04:36:50.726872
SPERF-00001587,SUP-0053,3,2025,10,8,0.867,0.939,0.0206,32,87.39,2026-04-30T04:36:50.726872
SPERF-00001588,SUP-0053,4,2025,22,19,0.908,0.924,0.034,30,85.16,2026-04-30T04:36:50.726872
SPERF-00001589,SUP-0053,5,2025,43,33,0.774,0.917,0.0193,17,83.23,2026-04-30T04:36:50.726872
SPERF-00001590,SUP-0053,6,2025,52,49,0.958,0.977,0.0383,34,87.94,2026-04-30T04:36:50.726872
SPERF-00001591,SUP-0054,1,2023,29,24,0.856,0.896,0.049,39,78.35,2026-04-30T04:36:50.726872
SPERF-00001592,SUP-0054,2,2023,57,45,0.796,0.952,0.0129,26,86.94,2026-04-30T04:36:50.726872
SPERF-00001593,SUP-0054,3,2023,17,16,0.985,0.889,0.0492,20,83.22,2026-04-30T04:36:50.726872
SPERF-00001594,SUP-0054,4,2023,64,50,0.795,0.903,0.0077,23,86.48,2026-04-30T04:36:50.726872
SPERF-00001595,SUP-0054,5,2023,11,9,0.831,0.832,0.0152,31,83.56,2026-04-30T04:36:50.726872
SPERF-00001596,SUP-0054,6,2023,72,61,0.861,0.897,0.0076,33,88.94,2026-04-30T04:36:50.726872
SPERF-00001597,SUP-0054,7,2023,15,14,0.943,0.933,0.0378,36,85.92,2026-04-30T04:36:50.726872
SPERF-00001598,SUP-0054,8,2023,29,28,0.979,0.838,0.028,24,86.49,2026-04-30T04:36:50.726872
SPERF-00001599,SUP-0054,9,2023,22,16,0.731,0.9,0.0422,21,75.19,2026-04-30T04:36:50.726872
SPERF-00001600,SUP-0054,10,2023,35,25,0.724,0.981,0.0021,50,87.77,2026-04-30T04:36:50.726872
SPERF-00001601,SUP-0054,11,2023,27,21,0.799,0.984,0.0367,34,82.23,2026-04-30T04:36:50.726872
SPERF-00001602,SUP-0054,12,2023,60,56,0.939,0.802,0.0453,34,79.3,2026-04-30T04:36:50.726872
SPERF-00001603,SUP-0054,1,2024,8,5,0.749,0.865,0.0293,32,77.91,2026-04-30T04:36:50.726872
SPERF-00001604,SUP-0054,2,2024,32,31,0.978,0.898,0.0426,27,84.9,2026-04-30T04:36:50.726872
SPERF-00001605,SUP-0054,3,2024,66,55,0.841,0.861,0.0035,19,87.9,2026-04-30T04:36:50.726872
SPERF-00001606,SUP-0054,4,2024,58,56,0.966,0.815,0.0183,14,87.59,2026-04-30T04:36:50.726872
SPERF-00001607,SUP-0054,5,2024,45,36,0.803,0.959,0.0283,44,83.61,2026-04-30T04:36:50.726872
SPERF-00001608,SUP-0054,6,2024,32,30,0.942,0.919,0.0048,5,93.64,2026-04-30T04:36:50.726872
SPERF-00001609,SUP-0054,7,2024,39,38,0.982,0.859,0.0498,9,81.89,2026-04-30T04:36:50.726872
SPERF-00001610,SUP-0054,8,2024,70,60,0.867,0.882,0.024,15,84.55,2026-04-30T04:36:50.726872
SPERF-00001611,SUP-0054,9,2024,73,59,0.81,0.852,0.023,54,81.47,2026-04-30T04:36:50.726872
SPERF-00001612,SUP-0054,10,2024,79,73,0.928,0.825,0.0322,51,82.95,2026-04-30T04:36:50.726872
SPERF-00001613,SUP-0054,11,2024,11,10,0.952,0.901,0.0017,19,94.19,2026-04-30T04:36:50.726872
SPERF-00001614,SUP-0054,12,2024,36,26,0.743,0.824,0.0335,17,75.19,2026-04-30T04:36:50.726872
SPERF-00001615,SUP-0054,1,2025,60,54,0.901,0.878,0.0156,6,87.87,2026-04-30T04:36:50.726872
SPERF-00001616,SUP-0054,2,2025,9,7,0.854,0.858,0.0025,50,88.56,2026-04-30T04:36:50.726872
SPERF-00001617,SUP-0054,3,2025,80,73,0.916,0.919,0.0042,30,92.76,2026-04-30T04:36:50.726872
SPERF-00001618,SUP-0054,4,2025,35,25,0.717,0.924,0.0273,31,79.2,2026-04-30T04:36:50.726872
SPERF-00001619,SUP-0054,5,2025,41,40,0.986,0.825,0.0127,24,90.14,2026-04-30T04:36:50.726872
SPERF-00001620,SUP-0054,6,2025,32,28,0.899,0.972,0.0231,54,89.2,2026-04-30T04:36:50.726872
SPERF-00001621,SUP-0055,1,2023,54,43,0.805,0.92,0.0208,57,84.2,2026-04-30T04:36:50.726872
SPERF-00001622,SUP-0055,2,2023,9,7,0.836,0.963,0.0266,54,85.5,2026-04-30T04:36:50.726872
SPERF-00001623,SUP-0055,3,2023,56,43,0.77,0.956,0.0488,24,77.06,2026-04-30T04:36:50.726872
SPERF-00001624,SUP-0055,4,2023,29,24,0.849,0.848,0.0441,48,77.61,2026-04-30T04:36:50.726872
SPERF-00001625,SUP-0055,5,2023,5,4,0.981,0.876,0.0182,25,90.35,2026-04-30T04:36:50.726872
SPERF-00001626,SUP-0055,6,2023,12,11,0.955,0.948,0.0334,16,88.03,2026-04-30T04:36:50.726872
SPERF-00001627,SUP-0055,7,2023,32,22,0.713,0.914,0.0138,56,82.06,2026-04-30T04:36:50.726872
SPERF-00001628,SUP-0055,8,2023,15,11,0.774,0.901,0.0054,33,86.15,2026-04-30T04:36:50.726872
SPERF-00001629,SUP-0055,9,2023,42,32,0.783,0.839,0.0018,17,85.23,2026-04-30T04:36:50.726872
SPERF-00001630,SUP-0055,10,2023,14,11,0.809,0.803,0.0153,3,81.64,2026-04-30T04:36:50.726872
SPERF-00001631,SUP-0055,11,2023,75,64,0.862,0.859,0.0463,17,77.97,2026-04-30T04:36:50.726872
SPERF-00001632,SUP-0055,12,2023,51,35,0.7,0.908,0.041,30,74.53,2026-04-30T04:36:50.726872
SPERF-00001633,SUP-0055,1,2024,67,52,0.779,0.876,0.0033,10,86.0,2026-04-30T04:36:50.726872
SPERF-00001634,SUP-0055,2,2024,20,14,0.739,0.871,0.0044,6,83.94,2026-04-30T04:36:50.726872
SPERF-00001635,SUP-0055,3,2024,80,75,0.948,0.899,0.0092,52,92.09,2026-04-30T04:36:50.726872
SPERF-00001636,SUP-0055,4,2024,19,16,0.849,0.837,0.0419,7,77.78,2026-04-30T04:36:50.726872
SPERF-00001637,SUP-0055,5,2024,53,44,0.834,0.965,0.0319,10,84.16,2026-04-30T04:36:50.726872
SPERF-00001638,SUP-0055,6,2024,18,13,0.754,0.976,0.0289,11,82.09,2026-04-30T04:36:50.726872
SPERF-00001639,SUP-0055,7,2024,32,26,0.839,0.801,0.0449,10,75.37,2026-04-30T04:36:50.726872
SPERF-00001640,SUP-0055,8,2024,23,19,0.833,0.904,0.0047,28,88.79,2026-04-30T04:36:50.726872
SPERF-00001641,SUP-0055,9,2024,55,49,0.896,0.973,0.0048,17,93.7,2026-04-30T04:36:50.726872
SPERF-00001642,SUP-0055,10,2024,16,13,0.824,0.964,0.0237,21,85.78,2026-04-30T04:36:50.726872
SPERF-00001643,SUP-0055,11,2024,29,24,0.851,0.96,0.0205,59,87.52,2026-04-30T04:36:50.726872
SPERF-00001644,SUP-0055,12,2024,8,6,0.792,0.907,0.0031,21,87.65,2026-04-30T04:36:50.726872
SPERF-00001645,SUP-0055,1,2025,77,74,0.966,0.803,0.0285,50,84.62,2026-04-30T04:36:50.726872
SPERF-00001646,SUP-0055,2,2025,24,23,0.98,0.871,0.0061,6,93.16,2026-04-30T04:36:50.726872
SPERF-00001647,SUP-0055,3,2025,32,30,0.956,0.954,0.0175,47,92.25,2026-04-30T04:36:50.726872
SPERF-00001648,SUP-0055,4,2025,46,41,0.906,0.978,0.0041,42,94.44,2026-04-30T04:36:50.726872
SPERF-00001649,SUP-0055,5,2025,66,59,0.895,0.905,0.0159,44,88.5,2026-04-30T04:36:50.726872
SPERF-00001650,SUP-0055,6,2025,6,5,0.842,0.837,0.0039,51,87.0,2026-04-30T04:36:50.726872
SPERF-00001651,SUP-0056,1,2023,72,57,0.801,0.951,0.0255,17,83.95,2026-04-30T04:36:50.726872
SPERF-00001652,SUP-0056,2,2023,35,26,0.748,0.903,0.0497,8,74.1,2026-04-30T04:36:50.726872
SPERF-00001653,SUP-0056,3,2023,57,46,0.824,0.835,0.0096,14,84.78,2026-04-30T04:36:50.726872
SPERF-00001654,SUP-0056,4,2023,73,67,0.931,0.867,0.0421,10,82.06,2026-04-30T04:36:50.726872
SPERF-00001655,SUP-0056,5,2023,32,22,0.702,0.94,0.0024,59,85.38,2026-04-30T04:36:50.726872
SPERF-00001656,SUP-0056,6,2023,55,52,0.963,0.802,0.0069,17,89.87,2026-04-30T04:36:50.726872
SPERF-00001657,SUP-0056,7,2023,6,4,0.805,0.835,0.0412,58,76.12,2026-04-30T04:36:50.726872
SPERF-00001658,SUP-0056,8,2023,55,49,0.893,0.983,0.0061,44,93.6,2026-04-30T04:36:50.726872
SPERF-00001659,SUP-0056,9,2023,69,57,0.828,0.978,0.0041,18,91.32,2026-04-30T04:36:50.726872
SPERF-00001660,SUP-0056,10,2023,63,56,0.891,0.823,0.0285,29,82.32,2026-04-30T04:36:50.726872
SPERF-00001661,SUP-0056,11,2023,36,30,0.836,0.892,0.0155,10,85.78,2026-04-30T04:36:50.726872
SPERF-00001662,SUP-0056,12,2023,46,38,0.837,0.882,0.0467,28,77.67,2026-04-30T04:36:50.726872
SPERF-00001663,SUP-0056,1,2024,59,42,0.724,0.803,0.0299,36,74.59,2026-04-30T04:36:50.726872
SPERF-00001664,SUP-0056,2,2024,57,51,0.911,0.86,0.0408,52,81.34,2026-04-30T04:36:50.726872
SPERF-00001665,SUP-0056,3,2024,80,77,0.966,0.847,0.0366,5,84.13,2026-04-30T04:36:50.726872
SPERF-00001666,SUP-0056,4,2024,48,37,0.775,0.93,0.0285,16,81.43,2026-04-30T04:36:50.726872
SPERF-00001667,SUP-0056,5,2024,56,46,0.836,0.891,0.0499,23,77.15,2026-04-30T04:36:50.726872
SPERF-00001668,SUP-0056,6,2024,79,73,0.927,0.917,0.0056,42,92.77,2026-04-30T04:36:50.726872
SPERF-00001669,SUP-0056,7,2024,54,49,0.911,0.933,0.0136,17,90.69,2026-04-30T04:36:50.726872
SPERF-00001670,SUP-0056,8,2024,67,63,0.955,0.806,0.0122,60,88.36,2026-04-30T04:36:50.726872
SPERF-00001671,SUP-0056,9,2024,19,18,0.969,0.938,0.036,54,87.59,2026-04-30T04:36:50.726872
SPERF-00001672,SUP-0056,10,2024,38,28,0.737,0.93,0.0259,42,80.56,2026-04-30T04:36:50.726872
SPERF-00001673,SUP-0056,11,2024,11,10,0.932,0.957,0.0213,19,90.45,2026-04-30T04:36:50.726872
SPERF-00001674,SUP-0056,12,2024,18,15,0.854,0.878,0.0083,24,87.81,2026-04-30T04:36:50.726872
SPERF-00001675,SUP-0056,1,2025,38,27,0.727,0.811,0.0061,7,80.94,2026-04-30T04:36:50.726872
SPERF-00001676,SUP-0056,2,2025,7,4,0.713,0.971,0.0282,32,80.45,2026-04-30T04:36:50.726872
SPERF-00001677,SUP-0056,3,2025,53,43,0.824,0.928,0.0407,45,80.27,2026-04-30T04:36:50.726872
SPERF-00001678,SUP-0056,4,2025,63,54,0.858,0.937,0.0069,14,90.39,2026-04-30T04:36:50.726872
SPERF-00001679,SUP-0056,5,2025,61,52,0.861,0.941,0.0242,7,86.33,2026-04-30T04:36:50.726872
SPERF-00001680,SUP-0056,6,2025,13,11,0.85,0.878,0.0289,6,82.51,2026-04-30T04:36:50.726872
SPERF-00001681,SUP-0057,1,2023,37,28,0.771,0.94,0.0191,5,83.96,2026-04-30T04:36:50.726872
SPERF-00001682,SUP-0057,2,2023,6,5,0.942,0.928,0.0076,44,93.26,2026-04-30T04:36:50.726872
SPERF-00001683,SUP-0057,3,2023,54,40,0.745,0.933,0.0147,20,83.78,2026-04-30T04:36:50.726872
SPERF-00001684,SUP-0057,4,2023,66,47,0.718,0.844,0.0412,57,72.96,2026-04-30T04:36:50.726872
SPERF-00001685,SUP-0057,5,2023,77,70,0.919,0.882,0.0234,51,86.78,2026-04-30T04:36:50.726872
SPERF-00001686,SUP-0057,6,2023,30,26,0.893,0.936,0.0175,49,89.11,2026-04-30T04:36:50.726872
SPERF-00001687,SUP-0057,7,2023,16,11,0.724,0.905,0.0052,29,84.34,2026-04-30T04:36:50.726872
SPERF-00001688,SUP-0057,8,2023,70,53,0.762,0.967,0.0039,43,88.35,2026-04-30T04:36:50.726872
SPERF-00001689,SUP-0057,9,2023,65,54,0.84,0.833,0.017,27,83.5,2026-04-30T04:36:50.726872
SPERF-00001690,SUP-0057,10,2023,54,50,0.93,0.86,0.026,28,85.8,2026-04-30T04:36:50.726872
SPERF-00001691,SUP-0057,11,2023,64,58,0.918,0.885,0.0291,6,85.42,2026-04-30T04:36:50.726872
SPERF-00001692,SUP-0057,12,2023,8,5,0.703,0.915,0.0413,33,74.82,2026-04-30T04:36:50.726872
SPERF-00001693,SUP-0057,1,2024,75,68,0.915,0.851,0.0022,47,90.84,2026-04-30T04:36:50.726872
SPERF-00001694,SUP-0057,2,2024,58,57,0.986,0.855,0.0012,46,94.06,2026-04-30T04:36:50.726872
SPERF-00001695,SUP-0057,3,2024,14,11,0.8,0.975,0.0269,22,84.4,2026-04-30T04:36:50.726872
SPERF-00001696,SUP-0057,4,2024,23,17,0.755,0.863,0.0252,15,79.11,2026-04-30T04:36:50.726872
SPERF-00001697,SUP-0057,5,2024,38,33,0.869,0.97,0.0374,45,84.36,2026-04-30T04:36:50.726872
SPERF-00001698,SUP-0057,6,2024,24,17,0.744,0.84,0.0392,32,74.36,2026-04-30T04:36:50.726872
SPERF-00001699,SUP-0057,7,2024,74,58,0.784,0.933,0.0493,8,76.69,2026-04-30T04:36:50.726872
SPERF-00001700,SUP-0057,8,2024,17,12,0.751,0.952,0.0469,58,76.64,2026-04-30T04:36:50.726872
SPERF-00001701,SUP-0057,9,2024,50,46,0.927,0.92,0.0467,39,82.61,2026-04-30T04:36:50.726872
SPERF-00001702,SUP-0057,10,2024,73,62,0.851,0.897,0.0287,3,83.26,2026-04-30T04:36:50.726872
SPERF-00001703,SUP-0057,11,2024,58,44,0.76,0.88,0.0326,18,78.05,2026-04-30T04:36:50.726872
SPERF-00001704,SUP-0057,12,2024,28,23,0.832,0.924,0.0103,48,88.05,2026-04-30T04:36:50.726872
SPERF-00001705,SUP-0057,1,2025,66,64,0.973,0.907,0.03,53,88.17,2026-04-30T04:36:50.726872
SPERF-00001706,SUP-0057,2,2025,40,34,0.871,0.816,0.0068,54,86.7,2026-04-30T04:36:50.726872
SPERF-00001707,SUP-0057,3,2025,50,47,0.953,0.837,0.0452,46,81.11,2026-04-30T04:36:50.726872
SPERF-00001708,SUP-0057,4,2025,45,43,0.976,0.908,0.0445,24,84.69,2026-04-30T04:36:50.726872
SPERF-00001709,SUP-0057,5,2025,12,8,0.719,0.949,0.0064,5,85.38,2026-04-30T04:36:50.726872
SPERF-00001710,SUP-0057,6,2025,63,45,0.726,0.951,0.0301,15,79.8,2026-04-30T04:36:50.726872
SPERF-00001711,SUP-0058,1,2023,22,17,0.813,0.845,0.0376,26,77.69,2026-04-30T04:36:50.726872
SPERF-00001712,SUP-0058,2,2023,70,65,0.936,0.942,0.0221,26,89.88,2026-04-30T04:36:50.726872
SPERF-00001713,SUP-0058,3,2023,54,43,0.81,0.828,0.0101,12,83.86,2026-04-30T04:36:50.726872
SPERF-00001714,SUP-0058,4,2023,9,7,0.879,0.907,0.025,15,85.66,2026-04-30T04:36:50.726872
SPERF-00001715,SUP-0058,5,2023,14,12,0.901,0.989,0.0267,59,88.98,2026-04-30T04:36:50.726872
SPERF-00001716,SUP-0058,6,2023,57,53,0.945,0.831,0.0243,21,85.81,2026-04-30T04:36:50.726872
SPERF-00001717,SUP-0058,7,2023,76,75,0.988,0.863,0.0325,42,86.6,2026-04-30T04:36:50.726872
